lr,batch_size,weight_decay,recon_loss_type,chamfer_weight,grad_clip,cls_weight,initialization_method,model_architecture,best_val_acc
0.0001,32,1e-06,mse,0.5,0.5,2.0,xavier_uniform,BPSVAEClassifier_V2_Deeper,88.55273916598529
0.0001,32,1e-05,mse,1.0,0.5,1.0,xavier_uniform,BPSVAEClassifier_V2_Deeper,88.55273916598529
0.0001,32,1e-05,mse,1.0,0.5,2.0,xavier_normal,BPSVAEClassifier_V3_Wider,88.55273916598529
5e-05,64,1e-06,mse,0.5,0.5,2.0,xavier_uniform,BPSVAEClassifier_V3_Wider,88.55273916598529
0.0001,32,1e-06,mse,1.0,0.5,1.0,default,BPSVAEClassifier_V2_Deeper,88.55273916598529
5e-05,64,1e-05,mse,0.5,0.5,2.0,xavier_normal,BPSVAEClassifier_V3_Wider,88.55273916598529
5e-05,64,1e-05,mse,1.0,0.5,1.0,xavier_uniform,BPSVAEClassifier_V3_Wider,88.55273916598529
0.0001,32,1e-05,mse,0.5,0.5,1.0,xavier_normal,BPSVAEClassifier,88.55273916598529
5e-05,32,1e-05,mse,1.0,0.5,1.0,xavier_normal,BPSVAEClassifier_V3_Wider,88.55273916598529
5e-05,64,1e-06,mse,1.0,0.5,1.0,xavier_normal,BPSVAEClassifier_V3_Wider,88.55273916598529
0.0001,32,1e-05,mse,0.5,0.5,2.0,default,BPSVAEClassifier_V3_Wider,88.55273916598529
0.0001,32,1e-05,mse,0.5,0.5,1.0,xavier_uniform,BPSVAEClassifier_V3_Wider,88.55273916598529
0.0001,32,1e-05,mse,0.5,0.5,1.0,xavier_uniform,BPSVAEClassifier_V2_Deeper,88.55273916598529
0.0001,64,1e-06,mse,0.5,0.5,1.0,default,BPSVAEClassifier_V3_Wider,88.55273916598529
0.0001,64,1e-05,mse,1.0,0.5,2.0,xavier_uniform,BPSVAEClassifier_V3_Wider,88.55273916598529
5e-05,32,1e-05,mse,0.5,0.5,2.0,xavier_uniform,BPSVAEClassifier_V3_Wider,88.47097301717089
5e-05,64,1e-06,mse,1.0,0.5,2.0,xavier_normal,BPSVAEClassifier_V3_Wider,88.47097301717089
5e-05,64,1e-05,mse,1.0,0.5,2.0,xavier_normal,BPSVAEClassifier_V3_Wider,88.47097301717089
0.0001,32,1e-05,mse,1.0,0.5,1.0,xavier_normal,BPSVAEClassifier,88.47097301717089
0.0001,64,1e-06,mse,0.5,0.5,2.0,default,BPSVAEClassifier_V2_Deeper,88.47097301717089
0.0001,64,1e-05,mse,1.0,0.5,1.0,xavier_normal,BPSVAEClassifier,88.47097301717089
0.0001,32,1e-06,mse,0.5,0.5,2.0,xavier_uniform,BPSVAEClassifier,88.47097301717089
0.0001,32,1e-06,mse,1.0,0.5,2.0,xavier_normal,BPSVAEClassifier_V3_Wider,88.47097301717089
0.0001,32,1e-06,mse,1.0,0.5,1.0,xavier_normal,BPSVAEClassifier_V3_Wider,88.47097301717089
0.0001,32,1e-06,mse,1.0,0.5,2.0,xavier_uniform,BPSVAEClassifier,88.47097301717089
0.0001,64,1e-06,mse,0.5,0.5,2.0,xavier_uniform,BPSVAEClassifier,88.3892068683565
0.0001,64,1e-06,mse,0.5,0.5,2.0,xavier_normal,BPSVAEClassifier_V3_Wider,88.3892068683565
0.0001,64,1e-05,mse,0.5,0.5,1.0,default,BPSVAEClassifier_V3_Wider,88.3892068683565
5e-05,64,1e-06,mse,0.5,0.5,1.0,xavier_normal,BPSVAEClassifier_V3_Wider,88.3892068683565
0.0001,32,1e-05,mse,1.0,0.5,2.0,xavier_normal,BPSVAEClassifier_V2_Deeper,88.3892068683565
0.0001,32,1e-06,mse,1.0,0.5,1.0,xavier_uniform,BPSVAEClassifier_V3_Wider,88.3892068683565
0.0001,32,1e-05,mse,1.0,0.5,1.0,xavier_uniform,BPSVAEClassifier,88.3892068683565
0.0001,64,1e-06,mse,0.5,0.5,1.0,xavier_uniform,BPSVAEClassifier,88.3892068683565
5e-05,64,1e-05,mse,0.5,0.5,1.0,xavier_uniform,BPSVAEClassifier_V3_Wider,88.3892068683565
5e-05,64,1e-05,mse,0.5,0.5,1.0,xavier_uniform,BPSVAEClassifier,88.3892068683565
0.0001,64,1e-06,mse,1.0,0.5,1.0,xavier_uniform,BPSVAEClassifier_V3_Wider,88.3892068683565
5e-05,32,1e-06,mse,1.0,0.5,2.0,xavier_uniform,BPSVAEClassifier_V3_Wider,88.3892068683565
0.0001,64,1e-06,mse,1.0,0.5,2.0,xavier_normal,BPSVAEClassifier,88.3892068683565
0.0001,64,1e-06,mse,0.5,0.5,2.0,xavier_uniform,BPSVAEClassifier_V2_Deeper,88.3892068683565
5e-05,32,1e-06,mse,1.0,0.5,1.0,xavier_normal,BPSVAEClassifier_V3_Wider,88.3892068683565
5e-05,32,1e-05,mse,0.5,0.5,2.0,default,BPSVAEClassifier_V2_Deeper,88.3892068683565
0.0001,32,1e-05,mse,0.5,0.5,1.0,xavier_normal,BPSVAEClassifier_V3_Wider,88.3892068683565
0.0001,64,1e-05,mse,1.0,0.5,1.0,xavier_uniform,BPSVAEClassifier,88.3892068683565
0.0001,64,1e-05,mse,0.5,0.5,2.0,xavier_normal,BPSVAEClassifier_V2_Deeper,88.3892068683565
0.0001,64,1e-06,mse,0.5,0.5,2.0,xavier_uniform,BPSVAEClassifier_V3_Wider,88.3892068683565
5e-05,32,1e-06,mse,1.0,0.5,2.0,xavier_uniform,BPSVAEClassifier_V2_Deeper,88.30744071954211
0.0001,32,1e-05,mse,0.5,0.5,2.0,xavier_normal,BPSVAEClassifier_V2_Deeper,88.30744071954211
5e-05,64,1e-05,mse,1.0,0.5,2.0,xavier_normal,BPSVAEClassifier,88.30744071954211
5e-05,64,1e-06,mse,0.5,0.5,1.0,xavier_uniform,BPSVAEClassifier_V2_Deeper,88.30744071954211
0.0001,32,1e-06,mse,1.0,0.5,2.0,xavier_normal,BPSVAEClassifier_V2_Deeper,88.30744071954211
0.0001,64,1e-06,mse,1.0,0.5,1.0,xavier_normal,BPSVAEClassifier_V3_Wider,88.30744071954211
5e-05,32,1e-05,mse,0.5,0.5,1.0,default,BPSVAEClassifier_V3_Wider,88.30744071954211
5e-05,64,1e-06,mse,0.5,0.5,1.0,xavier_uniform,BPSVAEClassifier,88.30744071954211
0.0001,32,1e-05,mse,1.0,0.5,1.0,default,BPSVAEClassifier,88.30744071954211
5e-05,32,1e-05,mse,1.0,0.5,2.0,xavier_normal,BPSVAEClassifier_V3_Wider,88.30744071954211
5e-05,32,1e-05,mse,0.5,0.5,2.0,xavier_normal,BPSVAEClassifier_V3_Wider,88.30744071954211
5e-05,32,1e-06,mse,0.5,0.5,1.0,xavier_uniform,BPSVAEClassifier_V3_Wider,88.30744071954211
5e-05,32,1e-05,mse,1.0,0.5,2.0,xavier_uniform,BPSVAEClassifier,88.30744071954211
5e-05,32,1e-05,mse,1.0,0.5,1.0,default,BPSVAEClassifier_V3_Wider,88.30744071954211
5e-05,64,1e-05,mse,0.5,0.5,2.0,xavier_uniform,BPSVAEClassifier_V3_Wider,88.30744071954211
5e-05,32,1e-05,mse,1.0,0.5,1.0,default,BPSVAEClassifier_V2_Deeper,88.30744071954211
0.0001,64,1e-05,mse,1.0,0.5,2.0,xavier_uniform,BPSVAEClassifier,88.30744071954211
0.0001,64,1e-06,mse,0.5,0.5,1.0,xavier_normal,BPSVAEClassifier_V3_Wider,88.30744071954211
0.0001,64,1e-05,mse,1.0,0.5,2.0,default,BPSVAEClassifier_V3_Wider,88.30744071954211
5e-05,64,1e-06,mse,1.0,0.5,2.0,default,BPSVAEClassifier_V3_Wider,88.22567457072772
5e-05,32,1e-06,mse,0.5,0.5,2.0,xavier_normal,BPSVAEClassifier,88.22567457072772
5e-05,32,1e-06,mse,0.5,0.5,2.0,xavier_uniform,BPSVAEClassifier_V3_Wider,88.22567457072772
0.0001,64,1e-06,mse,1.0,0.5,2.0,xavier_normal,BPSVAEClassifier_V2_Deeper,88.22567457072772
5e-05,64,1e-05,mse,0.5,0.5,1.0,xavier_normal,BPSVAEClassifier_V3_Wider,88.22567457072772
0.0001,64,1e-05,mse,1.0,0.5,1.0,xavier_uniform,BPSVAEClassifier_V2_Deeper,88.22567457072772
0.0001,64,1e-06,mse,0.5,0.5,1.0,xavier_normal,BPSVAEClassifier_V2_Deeper,88.22567457072772
0.0001,64,1e-06,mse,1.0,0.5,1.0,default,BPSVAEClassifier_V3_Wider,88.22567457072772
0.0001,32,1e-06,mse,0.5,0.5,1.0,xavier_normal,BPSVAEClassifier_V3_Wider,88.22567457072772
0.0001,32,1e-06,mse,1.0,0.5,2.0,xavier_normal,BPSVAEClassifier,88.22567457072772
0.0001,64,1e-05,mse,0.5,0.5,1.0,xavier_normal,BPSVAEClassifier,88.22567457072772
0.0001,32,1e-06,mse,0.5,0.5,2.0,xavier_normal,BPSVAEClassifier_V3_Wider,88.22567457072772
0.0001,32,1e-05,mse,0.5,0.5,2.0,xavier_normal,BPSVAEClassifier,88.22567457072772
5e-05,32,1e-06,mse,1.0,0.5,2.0,default,BPSVAEClassifier_V2_Deeper,88.22567457072772
0.0001,64,1e-05,mse,0.5,0.5,2.0,default,BPSVAEClassifier_V3_Wider,88.22567457072772
0.0001,64,1e-05,mse,0.5,0.5,2.0,xavier_uniform,BPSVAEClassifier_V2_Deeper,88.14390842191332
0.0001,64,1e-05,mse,1.0,0.5,1.0,default,BPSVAEClassifier_V3_Wider,88.14390842191332
5e-05,64,1e-06,mse,1.0,0.5,1.0,xavier_uniform,BPSVAEClassifier_V3_Wider,88.14390842191332
5e-05,32,1e-06,mse,0.5,0.5,1.0,xavier_normal,BPSVAEClassifier_V3_Wider,88.14390842191332
0.0001,64,1e-05,mse,0.5,0.5,2.0,xavier_uniform,BPSVAEClassifier,88.14390842191332
0.0001,64,1e-06,mse,1.0,0.5,1.0,default,BPSVAEClassifier_V2_Deeper,88.14390842191332
5e-05,64,1e-05,mse,0.5,0.5,2.0,xavier_normal,BPSVAEClassifier,88.14390842191332
5e-05,64,1e-06,mse,1.0,0.5,1.0,xavier_uniform,BPSVAEClassifier_V2_Deeper,88.14390842191332
5e-05,32,1e-06,mse,1.0,0.5,1.0,default,BPSVAEClassifier_V3_Wider,88.14390842191332
0.0001,64,1e-05,mse,1.0,0.5,2.0,xavier_normal,BPSVAEClassifier,88.14390842191332
0.0001,32,1e-06,mse,1.0,0.5,1.0,default,BPSVAEClassifier,88.14390842191332
0.0001,64,1e-05,mse,0.5,0.5,1.0,xavier_uniform,BPSVAEClassifier,88.14390842191332
5e-05,64,1e-06,mse,0.5,0.5,1.0,xavier_uniform,BPSVAEClassifier_V3_Wider,88.14390842191332
5e-05,64,1e-06,mse,0.5,0.5,2.0,default,BPSVAEClassifier_V3_Wider,88.14390842191332
0.0001,32,1e-05,mse,1.0,0.5,2.0,default,BPSVAEClassifier_V3_Wider,88.14390842191332
0.0001,32,1e-05,mse,1.0,0.5,2.0,xavier_normal,BPSVAEClassifier,88.06214227309894
0.0001,64,1e-05,mse,1.0,0.5,2.0,xavier_normal,BPSVAEClassifier_V2_Deeper,88.06214227309894
5e-05,64,1e-05,mse,1.0,0.5,1.0,xavier_normal,BPSVAEClassifier_V3_Wider,88.06214227309894
5e-05,64,1e-06,mse,0.5,0.5,2.0,default,BPSVAEClassifier,88.06214227309894
5e-05,64,1e-05,mse,1.0,0.5,1.0,xavier_normal,BPSVAEClassifier_V2_Deeper,88.06214227309894
0.0001,32,1e-05,mse,0.5,0.5,2.0,xavier_normal,BPSVAEClassifier_V3_Wider,88.06214227309894
0.0001,32,1e-06,mse,0.5,0.5,1.0,xavier_uniform,BPSVAEClassifier_V2_Deeper,88.06214227309894
5e-05,64,1e-06,mse,0.5,0.5,1.0,default,BPSVAEClassifier,88.06214227309894
5e-05,64,1e-05,mse,1.0,0.5,2.0,xavier_uniform,BPSVAEClassifier_V2_Deeper,88.06214227309894
5e-05,64,1e-05,mse,1.0,0.5,2.0,default,BPSVAEClassifier_V3_Wider,88.06214227309894
5e-05,32,1e-05,mse,1.0,0.5,2.0,xavier_uniform,BPSVAEClassifier_V2_Deeper,88.06214227309894
5e-05,32,1e-05,mse,1.0,0.5,1.0,xavier_uniform,BPSVAEClassifier_V3_Wider,88.06214227309894
0.0001,64,1e-05,mse,0.5,0.5,2.0,xavier_normal,BPSVAEClassifier_V3_Wider,88.06214227309894
5e-05,32,1e-05,mse,0.5,0.5,2.0,default,BPSVAEClassifier,88.06214227309894
0.0001,32,1e-05,mse,0.5,0.5,1.0,xavier_normal,BPSVAEClassifier_V2_Deeper,88.06214227309894
0.0001,32,1e-05,mse,0.5,0.5,1.0,default,BPSVAEClassifier_V3_Wider,88.06214227309894
5e-05,64,1e-06,mse,1.0,0.5,2.0,xavier_uniform,BPSVAEClassifier_V3_Wider,88.06214227309894
5e-05,64,1e-06,mse,1.0,0.5,1.0,xavier_uniform,BPSVAEClassifier,88.06214227309894
0.0001,32,1e-05,mse,0.5,0.5,2.0,xavier_uniform,BPSVAEClassifier,88.06214227309894
0.0001,64,1e-05,mse,1.0,0.5,1.0,xavier_normal,BPSVAEClassifier_V2_Deeper,88.06214227309894
5e-05,32,1e-05,mse,1.0,0.5,1.0,xavier_uniform,BPSVAEClassifier,88.06214227309894
5e-05,32,1e-06,mse,0.5,0.5,2.0,default,BPSVAEClassifier_V3_Wider,88.06214227309894
5e-05,32,1e-06,mse,1.0,0.5,1.0,xavier_normal,BPSVAEClassifier,88.06214227309894
0.0001,64,1e-06,mse,1.0,0.5,2.0,xavier_uniform,BPSVAEClassifier_V2_Deeper,88.06214227309894
5e-05,64,1e-05,mse,0.5,0.5,2.0,xavier_uniform,BPSVAEClassifier_V2_Deeper,88.06214227309894
5e-05,32,1e-06,mse,1.0,0.5,2.0,xavier_normal,BPSVAEClassifier_V2_Deeper,88.06214227309894
0.0001,32,1e-05,mse,0.5,0.5,1.0,default,BPSVAEClassifier,87.98037612428455
5e-05,64,1e-06,mse,1.0,0.5,1.0,default,BPSVAEClassifier,87.98037612428455
5e-05,64,1e-06,mse,1.0,0.5,1.0,default,BPSVAEClassifier_V3_Wider,87.98037612428455
5e-05,64,1e-06,mse,1.0,0.5,2.0,xavier_normal,BPSVAEClassifier,87.98037612428455
5e-05,64,1e-05,mse,0.5,0.5,1.0,default,BPSVAEClassifier_V3_Wider,87.98037612428455
5e-05,32,1e-06,mse,1.0,0.5,1.0,xavier_uniform,BPSVAEClassifier,87.98037612428455
5e-05,32,1e-06,mse,1.0,0.5,1.0,xavier_normal,BPSVAEClassifier_V2_Deeper,87.98037612428455
0.0001,64,1e-06,mse,1.0,0.5,1.0,xavier_normal,BPSVAEClassifier,87.98037612428455
0.0001,64,1e-06,mse,1.0,0.5,2.0,default,BPSVAEClassifier_V3_Wider,87.98037612428455
5e-05,64,1e-05,mse,0.5,0.5,1.0,xavier_normal,BPSVAEClassifier_V2_Deeper,87.98037612428455
0.0001,64,1e-06,mse,1.0,0.5,1.0,default,BPSVAEClassifier,87.98037612428455
5e-05,64,1e-05,mse,0.5,0.5,1.0,xavier_uniform,BPSVAEClassifier_V2_Deeper,87.98037612428455
5e-05,32,1e-05,mse,1.0,0.5,1.0,xavier_normal,BPSVAEClassifier_V2_Deeper,87.98037612428455
5e-05,32,1e-05,mse,0.5,0.5,1.0,xavier_normal,BPSVAEClassifier,87.98037612428455
5e-05,64,1e-06,mse,0.5,0.5,1.0,xavier_normal,BPSVAEClassifier,87.98037612428455
0.0001,32,1e-06,mse,1.0,0.5,2.0,default,BPSVAEClassifier_V2_Deeper,87.98037612428455
0.0001,32,1e-05,mse,1.0,0.5,2.0,xavier_uniform,BPSVAEClassifier_V2_Deeper,87.98037612428455
5e-05,32,1e-05,mse,1.0,0.5,1.0,default,BPSVAEClassifier,87.89860997547015
5e-05,32,1e-06,mse,0.5,0.5,1.0,xavier_normal,BPSVAEClassifier_V2_Deeper,87.89860997547015
5e-05,64,1e-06,mse,0.5,0.5,2.0,xavier_normal,BPSVAEClassifier,87.89860997547015
5e-05,64,1e-05,mse,1.0,0.5,2.0,xavier_uniform,BPSVAEClassifier_V3_Wider,87.89860997547015
5e-05,64,1e-06,mse,0.5,0.5,2.0,xavier_normal,BPSVAEClassifier_V3_Wider,87.89860997547015
5e-05,64,1e-05,mse,0.5,0.5,1.0,xavier_normal,BPSVAEClassifier,87.89860997547015
5e-05,32,1e-06,mse,1.0,0.5,2.0,xavier_normal,BPSVAEClassifier_V3_Wider,87.89860997547015
0.0001,64,1e-05,mse,0.5,0.5,1.0,xavier_uniform,BPSVAEClassifier_V2_Deeper,87.89860997547015
0.0001,32,1e-05,mse,1.0,0.5,1.0,default,BPSVAEClassifier_V2_Deeper,87.89860997547015
0.0001,32,1e-06,mse,1.0,0.5,2.0,xavier_uniform,BPSVAEClassifier_V2_Deeper,87.89860997547015
5e-05,32,1e-05,mse,0.5,0.5,2.0,default,BPSVAEClassifier_V3_Wider,87.89860997547015
0.0001,32,1e-06,mse,1.0,0.5,2.0,xavier_uniform,BPSVAEClassifier_V3_Wider,87.81684382665577
0.0001,32,1e-06,mse,0.5,0.5,1.0,default,BPSVAEClassifier_V3_Wider,87.81684382665577
0.0001,32,1e-06,mse,0.5,0.5,1.0,xavier_normal,BPSVAEClassifier,87.81684382665577
5e-05,64,1e-06,mse,0.5,0.5,2.0,xavier_uniform,BPSVAEClassifier_V2_Deeper,87.81684382665577
0.0001,32,1e-06,mse,1.0,0.5,1.0,xavier_uniform,BPSVAEClassifier,87.81684382665577
5e-05,64,1e-05,mse,1.0,0.5,1.0,xavier_normal,BPSVAEClassifier,87.81684382665577
5e-05,64,1e-05,mse,1.0,0.5,2.0,default,BPSVAEClassifier_V2_Deeper,87.81684382665577
0.0001,64,1e-05,mse,1.0,0.5,2.0,default,BPSVAEClassifier,87.81684382665577
0.0001,64,1e-06,mse,0.5,0.5,2.0,default,BPSVAEClassifier_V3_Wider,87.81684382665577
5e-05,64,1e-05,mse,1.0,0.5,1.0,xavier_uniform,BPSVAEClassifier_V2_Deeper,87.81684382665577
0.0001,64,1e-06,mse,1.0,0.5,2.0,xavier_uniform,BPSVAEClassifier,87.81684382665577
5e-05,32,1e-05,mse,0.5,0.5,1.0,xavier_normal,BPSVAEClassifier_V3_Wider,87.81684382665577
5e-05,32,1e-05,mse,0.5,0.5,1.0,default,BPSVAEClassifier_V2_Deeper,87.81684382665577
5e-05,32,1e-05,mse,1.0,0.5,2.0,xavier_normal,BPSVAEClassifier,87.81684382665577
5e-05,32,1e-05,mse,1.0,0.5,1.0,xavier_uniform,BPSVAEClassifier_V2_Deeper,87.81684382665577
5e-05,32,1e-05,mse,0.5,0.5,1.0,xavier_uniform,BPSVAEClassifier_V2_Deeper,87.81684382665577
5e-05,32,1e-05,mse,0.5,0.5,1.0,xavier_uniform,BPSVAEClassifier,87.81684382665577
5e-05,64,1e-06,mse,1.0,0.5,2.0,default,BPSVAEClassifier,87.81684382665577
5e-05,32,1e-06,mse,0.5,0.5,2.0,xavier_uniform,BPSVAEClassifier,87.81684382665577
5e-05,32,1e-06,mse,0.5,0.5,2.0,xavier_uniform,BPSVAEClassifier_V2_Deeper,87.81684382665577
0.0001,32,1e-05,mse,0.5,0.5,2.0,default,BPSVAEClassifier_V2_Deeper,87.81684382665577
5e-05,32,1e-06,mse,1.0,0.5,2.0,default,BPSVAEClassifier,87.73507767784137
5e-05,32,1e-05,mse,1.0,0.5,2.0,xavier_uniform,BPSVAEClassifier_V3_Wider,87.73507767784137
0.0001,64,1e-06,mse,0.5,0.5,2.0,default,BPSVAEClassifier,87.73507767784137
5e-05,32,1e-05,mse,0.5,0.5,1.0,default,BPSVAEClassifier,87.73507767784137
5e-05,32,1e-05,mse,1.0,0.5,2.0,default,BPSVAEClassifier_V3_Wider,87.73507767784137
0.0001,64,1e-05,mse,0.5,0.5,2.0,xavier_uniform,BPSVAEClassifier_V3_Wider,87.73507767784137
5e-05,64,1e-05,mse,1.0,0.5,2.0,xavier_uniform,BPSVAEClassifier,87.73507767784137
5e-05,64,1e-06,mse,0.5,0.5,1.0,xavier_normal,BPSVAEClassifier_V2_Deeper,87.73507767784137
5e-05,64,1e-05,mse,0.5,0.5,2.0,xavier_normal,BPSVAEClassifier_V2_Deeper,87.73507767784137
5e-05,64,1e-05,mse,1.0,0.5,1.0,default,BPSVAEClassifier_V3_Wider,87.73507767784137
0.0001,32,1e-06,mse,0.5,0.5,1.0,default,BPSVAEClassifier,87.73507767784137
5e-05,64,1e-06,mse,0.5,0.5,2.0,xavier_uniform,BPSVAEClassifier,87.73507767784137
0.0001,64,1e-05,mse,0.5,0.5,1.0,xavier_normal,BPSVAEClassifier_V2_Deeper,87.65331152902698
5e-05,32,1e-06,mse,0.5,0.5,1.0,xavier_uniform,BPSVAEClassifier_V2_Deeper,87.65331152902698
5e-05,32,1e-06,mse,0.5,0.5,2.0,xavier_normal,BPSVAEClassifier_V2_Deeper,87.65331152902698
0.0001,64,1e-06,mse,1.0,0.5,1.0,xavier_uniform,BPSVAEClassifier_V2_Deeper,87.65331152902698
5e-05,64,1e-05,mse,0.5,0.5,2.0,xavier_uniform,BPSVAEClassifier,87.65331152902698
5e-05,64,1e-05,mse,1.0,0.5,1.0,default,BPSVAEClassifier,87.65331152902698
5e-05,32,1e-06,mse,1.0,0.5,1.0,xavier_uniform,BPSVAEClassifier_V2_Deeper,87.65331152902698
0.0001,32,1e-05,mse,0.5,0.5,2.0,xavier_uniform,BPSVAEClassifier_V2_Deeper,87.65331152902698
0.0001,32,1e-05,mse,0.5,0.5,1.0,xavier_uniform,BPSVAEClassifier,87.65331152902698
5e-05,64,1e-06,mse,0.5,0.5,1.0,default,BPSVAEClassifier_V3_Wider,87.65331152902698
0.0001,64,1e-05,mse,1.0,0.5,1.0,default,BPSVAEClassifier_V2_Deeper,87.65331152902698
0.0001,32,1e-06,mse,1.0,0.5,1.0,xavier_uniform,BPSVAEClassifier_V2_Deeper,87.65331152902698
0.0001,32,1e-06,mse,0.5,0.5,2.0,xavier_normal,BPSVAEClassifier_V2_Deeper,87.65331152902698
0.0001,32,1e-05,mse,1.0,0.5,2.0,default,BPSVAEClassifier,87.65331152902698
0.0001,32,1e-05,mse,1.0,0.5,2.0,default,BPSVAEClassifier_V2_Deeper,87.65331152902698
5e-05,32,1e-05,mse,1.0,0.5,2.0,default,BPSVAEClassifier,87.65331152902698
5e-05,32,1e-05,mse,0.5,0.5,2.0,xavier_uniform,BPSVAEClassifier,87.65331152902698
5e-05,32,1e-05,mse,0.5,0.5,1.0,xavier_uniform,BPSVAEClassifier_V3_Wider,87.57154538021258
5e-05,32,1e-05,mse,1.0,0.5,1.0,xavier_normal,BPSVAEClassifier,87.57154538021258
0.0001,64,1e-05,mse,1.0,0.5,2.0,default,BPSVAEClassifier_V2_Deeper,87.57154538021258
0.0001,64,1e-05,mse,0.5,0.5,2.0,xavier_normal,BPSVAEClassifier,87.57154538021258
5e-05,32,1e-06,mse,0.5,0.5,1.0,default,BPSVAEClassifier_V3_Wider,87.57154538021258
5e-05,64,1e-06,mse,1.0,0.5,2.0,default,BPSVAEClassifier_V2_Deeper,87.4897792313982
5e-05,64,1e-05,mse,1.0,0.5,1.0,xavier_uniform,BPSVAEClassifier,87.4897792313982
5e-05,64,1e-05,mse,1.0,0.5,1.0,default,BPSVAEClassifier_V2_Deeper,87.4897792313982
0.0001,32,1e-06,mse,1.0,0.5,2.0,default,BPSVAEClassifier,87.4897792313982
0.0001,64,1e-05,mse,1.0,0.5,1.0,default,BPSVAEClassifier,87.4897792313982
0.0001,64,1e-06,mse,0.5,0.5,1.0,default,BPSVAEClassifier_V2_Deeper,87.4897792313982
